event_id,log_template,processed_template,summary,source_entity,source_entity_type,target_entity,target_entity_type,action,status,java_exception,entity,entity_type,entity_1,action_1,status_id,is_anomaly,is_anomaly_reason
17,machine check interrupt,machine check interrupt,Machine check interrupt,none,none,machine check,OBJECT,interrupt,none,,machine check,OBJECT,machine check,interrupt,17,True,Machine check interrupt is typically an abnormal event that indicates a hardware error or failure in the system.
28,machine state register: <*>,machine state register: ,machine state register,none,none,machine state register,OBJECT,none,none,,machine state register,OBJECT,ax,none,28,True,"The log message indicates a machine state register, which is typically associated with abnormal execution processes."
106,mask..................<*>,mask..................,mask,none,none,mask,OBJECT,none,none,,mask,OBJECT,mask,none,106,True,The log message contains an abnormal character '*' which is not expected in a normal execution process.
90,memory and bus summary...........................<*>,memory and bus summary...........................,Memory and bus summary,none,none,memory and bus,OBJECT,none,summary,,memory and bus,OBJECT,x,none,90,True,"The log message is too vague and does not provide any specific information about the execution process. It is not a typical log message format, indicating a potential abnormality."
99,memory manager refresh counter timeout...........<*>,memory manager refresh counter timeout...........,Memory Manager refresh timeout,memory manager,SYSTEM MODULE,none,none,refresh,timeout,,memory manager,SYSTEM MODULE,memory manager,refresh,99,True,"The log message indicates a timeout in the memory manager refresh counter, which is not a normal occurrence."
98,memory manager RMW buffer parity.................<*>,memory manager RMW buffer parity.................,memory manager checking RMW buffer parity,memory manager,SYSTEM MODULE,RMW buffer,OBJECT,checking parity,none,,memory manager,SYSTEM MODULE,memory manager,checking parity,98,True,"The log message indicates an issue with memory manager RMW buffer parity, which could potentially lead to data corruption or system instability."
100,memory manager refresh contention................<*>,memory manager refresh contention................,Memory manager refreshing contention,memory manager,SYSTEM MODULE,none,none,refreshing,contention,,memory manager,SYSTEM MODULE,memory manager,refreshing,100,True,"The log message indicates a contention issue with the memory manager, which is abnormal behavior in the execution process."
97,memory manager store buffer parity...............<*>,memory manager store buffer parity...............,memory manager parity store buffer,memory manager,SYSTEM MODULE,store buffer,OBJECT,parity,none,,memory manager,SYSTEM MODULE,memory manager,parity,97,True,"The log message indicates a potential issue with memory management or buffer parity, which could lead to abnormal execution processes."
102,memory manager / command manager address parity..<*>,memory manager / command manager address parity..,memory manager and command manager address parity,memory manager,SYSTEM MODULE,command manager,OBJECT,address parity,none,,memory manager,SYSTEM MODULE,memory manager,address parity,102,True,"The log message contains unexpected keywords related to memory and command manager, indicating a potential issue with memory management or command execution."
96,memory manager address error.....................<*>,memory manager address error.....................,Memory manager address error,memory manager,SYSTEM MODULE,none,none,none,address error,,memory manager,SYSTEM MODULE,memory manager,none,96,True,"The log message indicates a memory manager address error, which is a sign of abnormal execution process."
92,memory manager uncorrectable error...............<*>,memory manager uncorrectable error...............,memory manager uncorrectable error,memory manager,SYSTEM MODULE,none,none,none,uncorrectable error,,memory manager,SYSTEM MODULE,memory manager,none,92,True,"The log message indicates a memory manager uncorrectable error, which is a clear indicator of an abnormal execution process."
95,memory manager miscompare........................<*>,memory manager miscompare........................,Memory manager miscompare,memory manager,SYSTEM MODULE,none,none,none,miscompare,,memory manager,SYSTEM MODULE,memory manager,none,95,True,The log message indicates a memory manager miscompare which is a sign of abnormal execution process.
93,memory manager strobe gate.......................<*>,memory manager strobe gate.......................,memory manager strobe gate,memory manager,SYSTEM MODULE,strobe gate,OBJECT,none,none,,memory manager,SYSTEM MODULE,memory manager,none,93,True,"The log message 'memory manager strobe gate' does not provide specific information about the execution process, indicating a potential abnormality."
94,memory manager address parity error..............<*>,memory manager address parity error..............,Memory manager parity error,memory manager,SYSTEM MODULE,none,none,none,parity error,,memory manager,SYSTEM MODULE,memory manager,communication,94,True,"The log message indicates a memory manager address parity error, which is typically an abnormal execution process."
227,mmcs_db_server has been started: ./mmcs_db_server --useDatabase <*> --dbproperties <*> --iolog <*> --reconnect-blocks <*> --shutdown-timeout <*>,mmcs_db_server has been started: ./mmcs_db_server --useDatabase  --dbproperties  --iolog  --reconnect-blocks  --shutdown-timeout ,mmcs_db_server started,mmcsdbserver,SYSTEM MODULE,none,none,starting,none,,mmcsdbserver,SYSTEM MODULE,mmcsdbserver,starting,227,False,
300,monitor caught <*>: while executing <*> caught <*>: Broken pipe and is stopping,monitor caught : while executing  caught : Broken pipe and is stopping,monitor stopping due to Broken pipe,monitor,SYSTEM MODULE,none,none,stopping,exception,,monitor,SYSTEM MODULE,monitor,stopping,300,True,"The log message indicates that an error was caught during the execution process, leading to a broken pipe and the process stopping. This is not a normal execution process."
205,"Found invalid node ecid in processor card slot <*>, ecid <*>","Found invalid node ecid in processor card slot , ecid ",Invalid node ecid found,none,none,node,OBJECT,invalid,error,,node,OBJECT,node,invalid,205,True,"The log message indicates an invalid node ecid in the processor card slot, which is not expected in a normal execution process."
116,Can not get assembly information for node card,Can not get assembly information for node card,Failed to get assembly information for node card,none,none,node card,OBJECT,get assembly information,failure,,node card,OBJECT,node card,get assembly information,116,True,"The log message indicates a failure to retrieve assembly information for a node, which is abnormal behavior for the execution process."
264,divide-by-zero exception.................<*>,divide-by-zero exception.................,System error with divide-by-zero exception,none,none,none,none,none,divide-by-zero exception,,none,none,none,none,264,True,"The log message indicates a divide-by-zero exception, which is an abnormal execution process."
262,invalid operation exception summary......<*>,invalid operation exception summary......,Invalid operation exception,none,none,none,none,none,invalid operation exception,,none,none,none,none,262,True,"The log message indicates an invalid operation exception, which is not a normal execution process."
265,inexact exception........................<*>,inexact exception........................,inexact exception,none,none,none,none,none,inexact exception,,none,none,none,none,265,True,"The log message indicates an exception occurred during the execution process, which is not normal behavior."
266,invalid (<*>)........................<*>,invalid ()........................,invalid data,none,none,none,none,none,none,,none,none,none,none,266,True,"The log message indicates an invalid input, which is likely to lead to abnormal execution."
61,start initialization.....................<*>,start initialization.....................,System initialization started,none,none,none,none,initializing,started,,none,none,none,initializing,61,False,
261,enabled exception summary................<*>,enabled exception summary................,Enabled exception summary,none,none,none,none,none,enabled exception summary,,none,none,none,none,261,True,The log message indicates an exception which is not part of a normal execution process
59,machine check interrupt (bit=<*>): L3 major internal error,machine check interrupt (bit=): L3 major internal error,Machine check interrupt,none,none,none,none,interrupt,L3 major internal error,,none,none,none,interrupt,59,True,"The log message indicates a major internal error, which is a clear indicator of an abnormal execution process."
260,exception summary........................<*>,exception summary........................,exception summary,none,none,none,none,none,exception,,none,none,none,exiting,260,True,"The log message contains an exception summary, indicating an abnormal execution process."
62,start retagging..........................<*>,start retagging..........................,Starting retagging process,none,none,none,none,start,none,,none,none,none,start,62,False,
258,dbcr0=<*> dbsr=<*> ccr0=<*>,dbcr0= dbsr= ccr0=,Unknown process,none,none,none,none,none,none,,none,none,none,none,258,True,"The log message contains placeholders <*> which may indicate missing or incomplete information, suggesting a potentially abnormal execution process."
257,msr=<*> dear=<*> esr=<*> fpscr=<*>,msr= dear= esr= fpscr=,"msr, dear, esr, fpscr",none,none,none,none,none,none,,none,none,none,faultDetected,257,False,
263,underflow exception......................<*>,underflow exception......................,underflow exception,none,none,none,none,none,underflow exception,,none,none,none,none,263,True,"The log message indicates an underflow exception, which is an abnormal execution process."
185,parity error.......<*>,parity error.......,Parity error detected,none,none,none,none,none,parity error,,none,none,none,status,185,True,"The log message indicates a parity error, which is often associated with abnormal execution processes."
54,ciod: Message code <*> is not <*> or <*>,ciod: Message code  is not  or ,Message code error,none,none,none,none,none,error,,none,none,none,none,54,True,"The message code format does not match the expected pattern, indicating a potential abnormality in the execution process."
270,minus inf................................<*>,minus inf................................,none,none,none,none,none,none,none,,none,none,none,none,270,True,The log message indicates an abnormal execution process due to the presence of 'minus inf' which is not a typical or expected value.
29,wait state enable.................<*>,wait state enable.................,Enabling wait state,none,none,none,none,enable,wait,,none,none,none,enable,29,True,"The log message indicates a wait state enable, which may suggest a delay or abnormality in the execution process."
172,shutdown complete,shutdown complete,System Shutdown Complete,none,none,none,none,shutdown,complete,,none,none,none,shutdown,172,False,
36,debug wait enable.................<*>,debug wait enable.................,debug wait enable,none,none,none,none,debug wait enable,none,,none,none,none,debug wait enable,36,True,"The log message includes 'wait enable', which might indicate a delay or unexpected behavior in the execution process."
21,data read plb error...............<*>,data read plb error...............,Data read error,none,none,none,none,read,error,,none,none,none,read,21,True,"The log message indicates a data read error, which is abnormal for a normal execution process."
20,instruction plb error.............<*>,instruction plb error.............,plb instruction error,none,none,none,none,instruction,error,,none,none,none,instruction,20,True,"The log message indicates an error in the instruction process, which is not normal behavior."
290,round toward -infinity...................<*>,round toward -infinity...................,Rounding towards negative infinity,none,none,none,none,rounding,toward negative infinity,,none,none,none,rounding,290,False,
289,round toward +infinity...................<*>,round toward +infinity...................,rounding towards +infinity,none,none,none,none,round,+infinity,,none,none,none,interrupt,289,False,
288,round toward zero...................<*>,round toward zero...................,round toward zero,none,none,none,none,none,none,,none,none,none,none,288,False,
287,round nearest............................<*>,round nearest............................,round nearest,none,none,none,none,round,none,,none,none,none,round,287,False,
269,quiet <*>................................<*>,quiet ................................,no relevant information found,none,none,none,none,none,none,,none,none,none,none,269,True,The log message contains unusual characters and does not provide any meaningful information about the execution process.
286,enable non-IEEE mode.....................<*>,enable non-IEEE mode.....................,Enabling non-IEEE mode,none,none,none,none,enable,non-IEEE mode,,none,none,none,enable,286,False,
51,rts panic! - stopping execution,rts panic! - stopping execution,RTS panic stopping execution,none,none,none,none,stopping,panic,,none,none,none,stopping,51,True,"The log message indicates a panic and stopping of execution, which is abnormal behavior."
19,summary...........................<*>,summary...........................,summary,none,none,none,none,none,none,,none,none,L3,none,19,False,
281,enable invalid operation exceptions......<*>,enable invalid operation exceptions......,Enabling invalid operation exceptions,none,none,none,none,enable,invalid operation exceptions,,none,none,none,enable,281,True,"The log message indicates enabling invalid operation exceptions, which is not a normal execution process and could lead to unexpected behavior or errors."
280,invalid operation exception (int cnvt)...<*>,invalid operation exception (int cnvt)...,Invalid operation exception on int conversion,none,none,none,none,none,invalid operation exception,,none,none,none,none,280,True,"The log message indicates an invalid operation exception, which is not a normal execution process."
278,invalid operation exception (software)...<*>,invalid operation exception (software)...,invalid operation exception,none,none,none,none,none,invalid operation exception,,none,none,none,none,278,True,"The log message indicates an invalid operation exception, which is not common in normal execution processes."
277,reserved.................................<*>,reserved.................................,reserved,none,none,none,none,none,none,,none,none,none,none,277,True,The log message contains reserved keywords indicating a potential abnormal execution process
53,rts internal error,rts internal error,rts internal error,none,none,none,none,none,internal error,,none,none,none,none,53,True,The log message indicates an internal error which is typically associated with abnormal execution processes.
273,plus zero................................<*>,plus zero................................,none,none,none,none,none,none,none,,none,none,none,none,273,True,The log message contains unusual characters such as '.*' which are not typical in a normal execution process
63,start flushing...........................<*>,start flushing...........................,Start flushing,none,none,none,none,start,flushing,,none,none,none,start,63,False,
50,lr:<*> cr:<*> xer:<*> ctr:<*>,lr: cr: xer: ctr:,No relevant information found,none,none,none,none,none,none,,none,none,none,none,50,False,
197,x=<*>,x=,Unable to identify relevant entities or actions,none,none,none,none,none,none,,none,none,none,none,197,False,
23,tlb error.........................<*>,tlb error.........................,TLB error,none,none,none,none,none,error,,none,none,none,none,23,True,"The log message indicates a TLB error, which is an abnormal occurrence in the execution process."
165,Target=<*> Message=<*>,Target= Message=,No relevant information,none,none,none,OBJECT,none,none,,none,OBJECT,none,none,165,False,
136,byte ordering exception.....................<*>,byte ordering exception.....................,byte ordering exception,none,none,none,none,none,byte ordering exception,,none,none,none,none,136,True,"The log message indicates a byte ordering exception, which is an abnormal execution process."
107,miscompare............<*>,miscompare............,miscompare error,none,none,none,none,none,miscompare,,none,none,none,none,107,True,"The log message indicates a miscompare, which is often a sign of abnormal execution process."
110,qw trapped............<*>,qw trapped............,Unable to identify process,none,none,none,none,none,none,,none,none,none,none,110,True,The log message contains unexpected characters and does not follow the format of a normal execution process.
126,machine check: i-fetch......................<*>,machine check: i-fetch......................,Machine check i-fetch,none,none,none,none,machine check,i-fetch,,none,none,none,machine check,126,True,"The log message indicates a machine check during the instruction fetch process, which is not a normal execution process."
10,<*> double-hummer alignment exceptions, double-hummer alignment exceptions,Double-hummer alignment exceptions,none,none,none,none,none,exception,,none,none,none,none,10,True,"The log message indicates alignment exceptions, which are typically abnormal in an execution process."
195,ax=<*>,ax=,Unable to identify relevant entities or actions,none,none,none,none,none,none,,none,none,none,none,195,True,The log message does not provide enough information to determine if the execution process is normal or abnormal.
239,L3 major internal error,L3 major internal error,L3 major internal error,none,none,none,none,none,major internal error,,none,none,msr,none,239,True,"The log message indicates a major internal error, which is not a normal execution process."
192,"<*>, max=<*>",", max=",Unable to identify process from given text,none,none,none,none,none,none,,none,none,DB,none,192,True,The log message does not provide enough information to determine the normality of the execution process.
144,suppressing further interrupts of same type,suppressing further interrupts of same type,Suppressing interrupts,none,none,none,none,suppressing,none,,none,none,none,suppressing,144,False,
16,instruction address: <*>,instruction address: ,instruction address,none,none,none,none,instruction,none,,none,none,exception,instruction,16,True,The log message does not provide enough information to determine the normality of the execution process.
148,SerialNumber(<*>) IpAddress(<*>) Status(<*>),SerialNumber() IpAddress() Status(),"SerialNumber, IpAddress, Status",none,none,none,none,none,none,,none,none,exception,none,148,False,
130,floating point operation....................<*>,floating point operation....................,floating point operation,none,none,none,none,floating point operation,none,,none,none,exception,floating point operation,130,False,
104,capture valid.........<*>,capture valid.........,valid capture,none,none,none,none,capture,valid,,none,none,underflow,capture,104,False,
160,<*> floating point alignment exceptions, floating point alignment exceptions,floating point alignment exception,none,none,none,none,none,exception,,none,none,divideByZeroExceptions,none,160,True,"The log message indicates floating point alignment exceptions, which is a sign of abnormal execution process."
271,minus normalized number..................<*>,minus normalized number..................,minus normalized number,none,none,normalized number,OBJECT,minus,none,,normalized number,OBJECT,floating point instr,minus,271,True,The log message contains an abnormal character 'minus normalized number' which is not expected in a normal execution process.
275,plus normalized number...................<*>,plus normalized number...................,adding normalized number,none,none,normalized number,OBJECT,adding,none,,normalized number,OBJECT,invalid,adding,275,True,The log message contains abnormal characters and does not follow the expected format for a normal execution process.
282,enable overflow exceptions...............<*>,enable overflow exceptions...............,Enabling overflow exceptions,none,none,overflow,OBJECT,enable,exception,,overflow,OBJECT,overflow,enable,282,True,"The log message indicates enabling overflow exceptions, which is typically not a normal execution process. This could potentially lead to unexpected behavior or errors."
199,Ido packet timeout,Ido packet timeout,Ido packet timeout,Ido,SYSTEM MODULE,packet,OBJECT,timeout,none,,packet,OBJECT,packet,timeout,199,True,"The log message indicates a packet timeout, which is not a normal execution process and can lead to potential issues in the system."
230,Lustre mount FAILED : <*> : point <*>,Lustre mount FAILED :  : point ,Lustre mount failed,Lustre mount,SYSTEM MODULE,point,OBJECT,failed,none,,point,OBJECT,generated,failed,230,True,"The log message indicates a failure in mounting Lustre, which is abnormal and requires attention."
232,power module status fault detected on node card. status registers are: <*>,power module status fault detected on node card. status registers are: ,power module fault detected on node card,node card,OBJECT,power module,SYSTEM MODULE,fault detected,none,,power module,SYSTEM MODULE,infinity,fault detected,232,True,"The log message indicates a fault detected on the power module status, which is not a normal execution process."
243,No power module <*> found found on link card,No power module  found found on link card,power module not found,none,none,power module,OBJECT,none,not found,,power module,OBJECT,power module,none,243,True,"The log message indicates that a power module was not found on a link card, which is unusual and suggests an abnormal execution process."
175,LinkCard power module <*> is not accessible,LinkCard power module  is not accessible,LinkCard power module not accessible,LinkCard,OBJECT,power module,SYSTEM MODULE,none,not accessible,,power module,SYSTEM MODULE,power module,none,175,True,"The log message indicates that a critical component, the LinkCard power module, is not accessible which is a clear indication of abnormal execution process."
72,max number of outstanding prefetches.....<*>,max number of outstanding prefetches.....,Setting max number of prefetches,none,none,prefetches,OBJECT,setting,max number,,prefetches,OBJECT,zero,setting,72,False,
64,start prefetching........................<*>,start prefetching........................,Starting prefetching,none,none,prefetching,OBJECT,starting,none,,prefetching,OBJECT,prefetching,starting,64,False,
32,"problem state (<*>=sup,<*>=usr).......<*>","problem state (=sup,=usr).......",problem state for supervisor or user,problem state,OBJECT,none,none,none,sup or usr,,problem state,OBJECT,problem state,none,32,True,The log message indicates a problem state which suggests abnormal execution process.
117,"Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>","Node card VPD check:  node in processor card slot  do not match. VPD ecid , found ",Node VPD check mismatch,Node,OBJECT,processor card slot,OBJECT,VPD check,mismatch,,processor card slot,OBJECT,processor card slot,detected,117,True,Mismatch in VPD data on node card in processor slot
129,program interrupt: trap instruction.........<*>,program interrupt: trap instruction.........,Program trap interrupt,program,SYSTEM MODULE,none,none,interrupt,trap,,program,SYSTEM MODULE,reserved,interrupt,129,True,The log message indicates a program interrupt which is typically considered abnormal in normal execution processes.
128,program interrupt: privileged instruction...<*>,program interrupt: privileged instruction...,program interrupt with privileged instruction,none,none,program,OBJECT,interrupt,privileged instruction,,program,OBJECT,machine,interrupt,128,True,"The log message indicates a privileged instruction program interrupt, which is typically an abnormal execution process."
127,program interrupt: illegal instruction......<*>,program interrupt: illegal instruction......,Illegal instruction interrupt,program,SYSTEM MODULE,none,none,interrupt,illegal instruction,,program,SYSTEM MODULE,program,interrupt,127,True,"The log message indicates an illegal instruction, which is not expected during normal execution processes."
135,program interrupt: unimplemented operation..<*>,program interrupt: unimplemented operation..,program interrupt with unimplemented operation,program,SYSTEM MODULE,none,none,none,exception,,program,SYSTEM MODULE,floating point instr,none,135,True,"The log message indicates an unimplemented operation, which is not expected during normal execution processes."
137,program interrupt: imprecise exception......<*>,program interrupt: imprecise exception......,Program interrupt with imprecise exception,none,none,program,OBJECT,interrupt,imprecise exception,,program,OBJECT,enableInvalidOperationExceptions,interrupt,137,True,"The log message indicates an imprecise exception during program execution, which is not a normal behavior."
158,program interrupt,program interrupt,Program interrupt,program,OBJECT,none,none,interrupt,none,,program,OBJECT,program,interrupt,158,True,"The log message indicates a program interrupt, which is likely an abnormal execution process."
233,program,program,program,none,none,program,OBJECT,none,none,,program,OBJECT,program,none,233,False,
3,"<*> ddr errors(s) detected and corrected on rank <*>, symbol <*> bit <*>"," ddr errors(s) detected and corrected on rank , symbol  bit ",DDR errors detected and corrected on rank,none,none,rank,OBJECT,detecting and correcting,error,,rank,OBJECT,rank,detecting and correcting,3,True,"The log message indicates that DDR errors were detected and corrected, which is not a normal execution process."
309,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr., microseconds spent in the rbs signal handler during  calls.  microseconds was the maximum time for a single instance of a correctable ddr.,rbs signal handler calling correctable ddr,rbs signal handler,SYSTEM MODULE,correctable ddr,OBJECT,calls,correctable,,rbs signal handler,SYSTEM MODULE,rbs signal handler,calls,309,False,
84,parity error in read queue <*>...................<*>,parity error in read queue ...................,parity error in read queue,read queue,OBJECT,none,none,none,parity error,,read queue,OBJECT,enableNonIeeeMode,none,84,True,"The log message indicates a parity error in the read queue, which is an indication of an abnormal execution process."
73,turn on hidden refreshes.................<*>,turn on hidden refreshes.................,turn on hidden refreshes,none,none,refreshes,OBJECT,turn on,none,,refreshes,OBJECT,roundNearest,turn on,73,True,"The log message is not clear and seems to contain unusual characters, indicating a potential abnormality in the execution process."
125,exception syndrome register: <*>,exception syndrome register: ,register exception syndrome,none,none,register,OBJECT,none,exception,,register,OBJECT,roundTowardZero,none,125,True,"The log message indicates an exception syndrome register, which is a clear indicator of an abnormal execution process."
222,rts: bad message header: cpu <*> invalid (softheader=<*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,rts: bad message header: cpu  invalid (softheader=) PSR0= PSR1= PRXF= PIXF=,rts bad message header error,rts,SYSTEM MODULE,none,none,none,error,,rts,SYSTEM MODULE,infinity,none,222,True,"The log message indicates a bad message header, which is a sign of abnormal execution process."
223,rts: bad message header: index <*> greater than total <*> (softheader=<*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,rts: bad message header: index  greater than total  (softheader=) PSR0= PSR1= PRXF= PIXF=,bad message header in rts,rts,SYSTEM MODULE,none,none,none,bad message header,,rts,SYSTEM MODULE,roundTowardInfinity,none,223,True,"The log message indicates a bad message header with index greater than the total, which is not expected in a normal execution process."
224,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,rts: bad message header: expecting type  instead of type  (softheader=) PSR0= PSR1= PRXF= PIXF=,rts bad message header,rts,SYSTEM MODULE,none,none,none,bad message header,,rts,SYSTEM MODULE,rts,restarting,224,True,"The log message indicates a bad message header, which is not expected in a normal execution process."
184,"Problem reading the ethernet arl entries fro the service card: <*>: while executing I2C Operation caught <*>: Communication error: (<*> is in state = <*>, sequenceNumberIsOk = <*>, ExpectedSequenceNumber = <*>, Reply Sequence Number = <*>, timedOut = <*>, retries = <*>, timeout = <*>, Expected Op Command = <*>, Actual Op Reply = <*>, Expected Sync Command = <*>, Actual Sync Reply = <*>)","Problem reading the ethernet arl entries fro the service card: : while executing I2C Operation caught : Communication error: ( is in state = , sequenceNumberIsOk = , ExpectedSequenceNumber = , Reply Sequence Number = , timedOut = , retries = , timeout = , Expected Op Command = , Actual Op Reply = , Expected Sync Command = , Actual Sync Reply = )",Problem reading ethernet arl entries from service card,none,none,service card,OBJECT,reading,communication error,,service card,OBJECT,service card,reading message prefix,184,True,"The log message indicates a communication error while reading Ethernet ARL entries from the service card, which is an abnormal execution process."
208,"Problem communicating with service card, ido chip: <*>. java.io.IOException: Could not find EthernetSwitch on port:address <*>","Problem communicating with service card, ido chip: . ",Problem communicating with service card,none,none,service card,OBJECT,communicating,problem,java.io.IOException: Could not find EthernetSwitch on port:address <*>,service card,OBJECT,service card,communicating,208,True,"The log message indicates an error related to communication with a service card and a java.io.IOException, which suggests an abnormal execution process."
49,special purpose registers:,special purpose registers:,special purpose registers,none,none,special purpose registers,OBJECT,none,none,,special purpose registers,OBJECT,special purpose registers,none,49,False,
65,disable speculative access...............<*>,disable speculative access...............,disabling speculative access,none,none,speculative access,OBJECT,disable,none,,speculative access,OBJECT,speculative access,disable,65,True,"The log message indicates disabling speculative access, which can be an abnormal execution process."
279,invalid operation exception (sqrt).......<*>,invalid operation exception (sqrt).......,Invalid operation exception (sqrt),none,none,sqrt,OBJECT,none,exception,,sqrt,OBJECT,sqrt,none,279,True,"The log message indicates an invalid operation exception, which is not a normal execution process."
141,<*> torus processor sram reception error(s) (dcr <*>) detected and corrected, torus processor sram reception error(s) (dcr ) detected and corrected,Torus processor corrected SRAM reception errors,torus processor,SYSTEM MODULE,sram,OBJECT,reception error(s) detected and corrected,none,,sram,OBJECT,sram,reception error(s) detected and corrected,141,True,"The log message indicates an error in the torus processor SRAM reception, which is not a normal execution process."
101,state machine....................................<*>,state machine....................................,state machine,state machine,OBJECT,none,none,none,none,,state machine,OBJECT,state machine,none,101,True,The log message indicates a state machine which may not be part of a normal execution process.
18,machine check status register: <*>,machine check status register: ,checking machine status register,none,none,status register,OBJECT,checking,none,,status register,OBJECT,status register,checking,18,True,"The log message indicates a machine check status register, which could be a sign of hardware error or abnormal system behavior."
41,disable store gathering..................<*>,disable store gathering..................,Disabling store gathering,store,OBJECT,none,none,disabling gathering,none,,store,OBJECT,store,disabling gathering,41,False,
131,store operation.............................<*>,store operation.............................,store operation,none,none,store,OBJECT,operation,none,,store,OBJECT,store,operation,131,False,
5,"CE sym <*>, at <*>, mask <*>","CE sym , at , mask ",CE sym at mask,CE,SYSTEM MODULE,sym,OBJECT,none,none,,sym,OBJECT,sym,none,5,False,
105,symbol................<*>,symbol................,symbol,none,none,symbol,OBJECT,none,none,,symbol,OBJECT,symbol,none,105,True,"The symbol <*>, which is not a valid symbol, indicates an abnormal execution process."
319,<*> torus non-crc error(s) (dcr <*>) detected and corrected over <*> seconds, torus non-crc error(s) (dcr ) detected and corrected over  seconds,Torus non-crc error detected and corrected,torus,SYSTEM MODULE,none,none,detect and correct,non-crc error,,torus,SYSTEM MODULE,torus,detect and correct,319,True,"The log message indicates that non-crc errors were detected and corrected during the execution process, which is abnormal behavior."
171,<*> torus non-crc error(s) (dcr <*>) detected and corrected, torus non-crc error(s) (dcr ) detected and corrected,Torus non-crc error detected and corrected,torus,OBJECT,none,none,detecting and correcting,non-crc error,,torus,OBJECT,torus,detecting and correcting,171,True,"The log message indicates the detection and correction of non-crc errors, which suggests abnormal behavior in the execution process."
52,<*> torus receiver <*> input pipe error(s) (dcr <*>) detected and corrected, torus receiver  input pipe error(s) (dcr ) detected and corrected,Torus receiver input pipe error detected,torus receiver,SYSTEM MODULE,input pipe,OBJECT,none,error,,torus receiver,SYSTEM MODULE,torus receiver,none,52,True,"The log message indicates an error in the input pipe which was detected and corrected, suggesting an abnormal execution process."
308,<*> torus receiver sram ecc error(s) (dcr <*>) detected and corrected over <*> seconds, torus receiver sram ecc error(s) (dcr ) detected and corrected over  seconds,Torus receiver detects and corrects sram ecc error,torus receiver,SYSTEM MODULE,sram,OBJECT,detect and correct,ecc error,,torus receiver,SYSTEM MODULE,torus receiver,detect and correct,308,True,"The log message indicates the detection and correction of SRAM ECC errors, which is abnormal and indicates potential issues with memory reliability."
234,<*> torus receiver sram ecc error(s) (dcr <*>) detected and corrected, torus receiver sram ecc error(s) (dcr ) detected and corrected,Torus receiver detecting and correcting SRAM ECC errors,torus receiver,SYSTEM MODULE,sram,OBJECT,detecting and correcting,ecc error(s),,torus receiver,SYSTEM MODULE,torus receiver,detecting and correcting,234,True,"The log message indicates the detection and correction of SRAM ECC errors, which is not a normal execution process and suggests potential hardware issues."
250,<*> torus receiver <*> input pipe error(s) (dcr <*>) detected and corrected over <*> seconds, torus receiver  input pipe error(s) (dcr ) detected and corrected over  seconds,Torus receiver correcting input pipe error,torus receiver,SYSTEM MODULE,input pipe,OBJECT,detecting and correcting,error,,torus receiver,SYSTEM MODULE,torus receiver,detecting and correcting,250,True,"Input pipe error detected and corrected, indicating abnormal execution process"
119,<*> torus sender <*> retransmission error(s) (dcr <*>) detected and corrected, torus sender  retransmission error(s) (dcr ) detected and corrected,Torus sender retransmission error detected,torus sender,SYSTEM MODULE,none,none,retransmission,error,,torus sender,SYSTEM MODULE,torus sender,measuring,119,True,"The log message indicates retransmission errors detected and corrected, which is not a normal execution process."
295,<*> torus sender <*> retransmission error(s) (dcr <*>) detected and corrected over <*> seconds, torus sender  retransmission error(s) (dcr ) detected and corrected over  seconds,Torus sender correcting retransmission errors,torus sender,SYSTEM MODULE,none,none,correcting retransmission errors,detected and corrected,,torus sender,SYSTEM MODULE,torus sender,correcting retransmission errors,295,True,The log message indicates retransmission errors which are not expected in a normal execution process.
43,disable trace broadcast..................<*>,disable trace broadcast..................,disabling trace broadcast,none,none,trace broadcast,OBJECT,disable,none,,trace broadcast,OBJECT,trace broadcast,disable,43,False,
240,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>","Error receiving packet on tree network, expecting type  instead of type  (softheader=   ) PSR0= PSR1= PRXF= PIXF=",Error receiving packet on tree network,none,none,tree network,OBJECT,receiving packet,error,,tree network,OBJECT,tree network,receiving packet,240,True,"The log message indicates an error receiving packet on the tree network, which is not a normal execution process. This suggests an abnormal execution process."
236,"Error sending packet on tree network, packet at address <*> is not aligned","Error sending packet on tree network, packet at address  is not aligned",Error sending packet on tree network,none,none,tree network,OBJECT,sending packet,error,,tree network,OBJECT,tree network,sending packet,236,True,"The error message indicates a problem with sending a packet on the network, which is not a normal execution process."
249,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds, tree receiver  in re-synch state event(s) (dcr ) detected over  seconds,tree receiver re-synching,tree receiver,SYSTEM MODULE,none,none,re-synching,detected,,tree receiver,SYSTEM MODULE,tree receiver,re-synching,249,True,"The log message indicates a re-synch state event detected, which is not a normal execution process."
