,event_id,log_template,processed_template,summary,source_entity,source_entity_type,target_entity,target_entity_type,action,status,java_exception,entity,entity_type,entity_1,action_1,status_id,is_anomaly,is_anomaly_reason
693,123,kernel: time.c: <*> <*> <*> <*>,kernel: time.c:    ,kernel time.c,kernel,SYSTEM MODULE,time,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,none,234,True,"The log message contains ACPI errors, indicating a potential abnormal execution process."
694,211,kernel: time.c: Using <*>.<*> MHz HPET timer.,kernel: time.c: Using . MHz HPET timer.,kernel using HPET timer,kernel,SYSTEM MODULE,time,OBJECT,using,none,,kernel,SYSTEM MODULE,Kernel,Checking,235,True,"The log message indicates a warning about lost ticks, which is not a normal behavior in the execution process."
695,299,kernel: <*> module license <*> taints kernel.,kernel:  module license  taints kernel.,kernel taints module license,kernel,SYSTEM MODULE,module license,OBJECT,taints,none,,kernel,SYSTEM MODULE,Kernel,Taints,236,True,"The log message indicates that the ntpd process failed to bind to a port due to the address already being in use, which is indicative of an abnormal execution process."
696,244,kernel: ttyS<*> at I/O <*> (irq = <*>) is a <*>,kernel: ttyS at I/O  (irq = ) is a ,kernel ttyS at I/O,kernel,SYSTEM MODULE,ttyS,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,none,237,True,"The log message indicates an error related to no space left on the device, which is abnormal for a normal execution process."
697,881,kernel: RPC: error <*> connecting to server <*>,kernel: RPC: error  connecting to server ,kernel error connecting to server,kernel,SYSTEM MODULE,server,OBJECT,connecting,error,,kernel,SYSTEM MODULE,Kernel,Connecting,548,False,"The log message indicates that syslog-ng is going down, which can be a normal process during system maintenance or updates."
698,253,kernel: usb <*>-<*>: new <*> speed USB device using address <*>,kernel: usb -: new  speed USB device using address ,usb new speed device,usb,OBJECT,kernel,SYSTEM MODULE,new speed,none,,kernel,SYSTEM MODULE,Kernel,NewSpeed,238,True,"The log message indicates a voltage sensor detected a failure value, which is not a normal execution process."
699,65,kernel: <*> <*> <*> driver <*>,kernel:    driver ,kernel driver,kernel,SYSTEM MODULE,driver,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,none,239,True,"The log message indicates that the timestamp file for a job cannot be opened due to a read-only file system, which is abnormal behavior."
700,291,kernel: e<*>: eth<*>: e<*>_watchdog: NIC Link is Up <*> Mbps Full Duplex,kernel: e: eth: e_watchdog: NIC Link is Up  Mbps Full Duplex,kernel NIC Link is Up,kernel,SYSTEM MODULE,NIC,OBJECT,link is Up,none,,kernel,SYSTEM MODULE,Kernel,LinkIsUp,202,False,"This log message indicates a crontab edit by the root user, which is a normal execution process."
701,216,kernel: i<*>c /dev entries driver,kernel: ic /dev entries driver,kernel ic driver for /dev entries,kernel,SYSTEM MODULE,/dev entries,OBJECT,driver,none,,kernel,SYSTEM MODULE,Kernel,Driver,251,True,The log message contains unusual characters and does not clearly indicate a normal execution process.
702,112,kernel: <*> <*> <*> <*> driver,kernel:     driver,kernel driver,kernel,SYSTEM MODULE,driver,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,none,200,False,The log message is a standard information message about an event loop in a local context.
703,353,"kernel: scsi<*> : ioc<*>: LSI<*>C<*>, FwRev=<*>h, Ports=<*>, MaxQ=<*>, IRQ=<*>","kernel: scsi : ioc: LSIC, FwRev=h, Ports=, MaxQ=, IRQ=",kernel scsi ioc information,kernel,SYSTEM MODULE,ioc,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,Register_security,526,True,The log message contains unusual characters and formatting that are not typical of a normal execution process.
704,126,kernel: divert: not allocating divert_blk for non-ethernet device <*>,kernel: divert: not allocating divert_blk for non-ethernet device ,kernel divert not allocating,kernel,SYSTEM MODULE,divertblk,OBJECT,not allocating,none,,kernel,SYSTEM MODULE,Kernel,NotAllocating,199,True,"The log message indicates a connection timed out error, which suggests an abnormal execution process."
705,349,kernel: SCSI device sda: drive cache: write through,kernel: SCSI device sda: drive cache: write through,kernel drive cache write through,kernel,SYSTEM MODULE,SCSI device sda,OBJECT,drive cache,write through,,kernel,SYSTEM MODULE,Kernel,Synchronized,523,True,"The log message indicates a network issue with no IPv4 routers present, which is abnormal for a typical execution process."
706,352,kernel: Fusion MPT SCSI Host driver <*>.<*>.<*>,kernel: Fusion MPT SCSI Host driver ..,Fusion MPT SCSI Host driver kernel,Fusion MPT SCSI Host driver,SYSTEM MODULE,kernel,OBJECT,none,none,,kernel,OBJECT,Kernel,none,522,True,"The log message indicates a warning about mounting panfs in an untested environment, which suggests abnormal execution process."
707,68,kernel: <*> <*> <*> for <*>,kernel:    for ,kernel process,kernel,SYSTEM MODULE,none,none,none,none,,kernel,SYSTEM MODULE,Kernel,Probing,198,False,This log message is likely a normal execution process related to floppy drives.
708,182,kernel: Disabled Privacy Extensions on device <*>,kernel: Disabled Privacy Extensions on device ,Kernel disabling Privacy Extensions on device,kernel,SYSTEM MODULE,device,OBJECT,disable,none,,kernel,SYSTEM MODULE,Kernel,Disable,283,False,"The log message indicates a successful MySQL execution process, which is expected and normal."
709,350,kernel: Copyright (c) <*>-<*> LSI Logic Corporation,kernel: Copyright (c) - LSI Logic Corporation,Kernel copyright by LSI Logic Corporation,kernel,SYSTEM MODULE,LSI Logic Corporation,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,none,521,False,"The log message does not indicate any abnormal execution process, it is a routine message about unloading a kernel module."
710,294,kernel: checking if image is initramfs... it is,kernel: checking if image is initramfs... it is,kernel checking image initramfs,kernel,SYSTEM MODULE,image,OBJECT,checking,initramfs,,kernel,SYSTEM MODULE,Kernel,Checking,196,False,"The log message indicates a successful unmounting of filesystems, which is a normal execution process."
711,355,kernel: Vendor: <*> Model: <*> Rev: <*>,kernel: Vendor:  Model:  Rev: ,kernel information,kernel,SYSTEM MODULE,none,none,none,none,,kernel,SYSTEM MODULE,Kernel,Remove,520,True,"The log message indicates a crontab execution by the root user, which is a potential security risk as it gives the root user privileged access to scheduled tasks."
712,335,kernel: scsi[<*>]: scanning scsi channel <*> [Phy <*>] for non-raid devices,kernel: scsi[]: scanning scsi channel  [Phy ] for non-raid devices,kernel scanning scsi channel,kernel,SYSTEM MODULE,scsi channel,OBJECT,scanning,none,,kernel,SYSTEM MODULE,Kernel,Remove,227,True,The log message indicates an abnormal execution process related to Lustre and the OBD driver.
713,334,kernel: scsi<*> : LSI Logic MegaRAID driver,kernel: scsi : LSI Logic MegaRAID driver,kernel LSI Logic MegaRAID driver,kernel,SYSTEM MODULE,LSI Logic MegaRAID driver,OBJECT,driver,none,,kernel,SYSTEM MODULE,Kernel,Register_security,226,True,"The log message indicates that there is no space left on the device, which could potentially lead to abnormal execution processes."
714,574,"kernel: Lustre: Routing socket NAL loaded (Routing disabled, initial mem <*>, incarnation <*>)","kernel: Lustre: Routing socket NAL loaded (Routing disabled, initial mem , incarnation )",kernel loaded Routing socket NAL,kernel,SYSTEM MODULE,Routing socket NAL,OBJECT,loaded,disabled,,kernel,SYSTEM MODULE,Kernel,Failed,80,True,"The log message indicates a process trying to unmount a filesystem that is busy, which is abnormal behavior as the filesystem should not be unmounted while it is in use."
715,254,kernel: mtrr: v<*>.<*> (<*>),kernel: mtrr: v. (),kernel mtrr,kernel,SYSTEM MODULE,mtrr,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,none,224,False,"The log message indicates that a new connection has been accepted, which is a common process in execution."
716,442,kernel: <*> <*> HighMem per-cpu: empty,kernel:   HighMem per-cpu: empty,kernel empty per-cpu,kernel,SYSTEM MODULE,per-cpu,OBJECT,empty,none,,kernel,SYSTEM MODULE,Kernel,Shuttingdown,593,False,The log message indicates a routine action of changing permissions on a special file.
717,394,kernel: Node <*> <*> <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB = <*>kB,kernel: Node   *kB *kB *kB *kB *kB *kB *kB *kB *kB *kB *kB = kB,kernel Node data processing,kernel,SYSTEM MODULE,Node,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,none,592,True,The log message indicates an abnormal execution process due to the error 'Broken pipe' causing the CLI output to fail.
718,358,kernel: Node <*> <*> <*>,kernel: Node   ,kernel node,kernel,SYSTEM MODULE,Node,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,Dispatching,591,True,"The log message indicates that the memory device status is critical and single bit error logging is disabled, which could lead to potential memory errors and system instability."
719,356,kernel: Node <*> <*> free:<*>kB min:<*>kB low:<*>kB high:<*>kB active:<*>kB inactive:<*>kB present:<*>kB pages_scanned:<*> all_unreclaimable? <*>,kernel: Node   free:kB min:kB low:kB high:kB active:kB inactive:kB present:kB pages_scanned: all_unreclaimable? ,kernel Node memory status,kernel,SYSTEM MODULE,Node,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,Initialize,590,True,"The log message indicates an unknown symbol in the kernel, which could be a sign of abnormal execution process."
720,89,kernel: <*>,kernel: ,kernel process,kernel,SYSTEM MODULE,none,none,none,none,,kernel,SYSTEM MODULE,Kernel,none,589,False,"The log message appears to be a standard ACPI PCI Interrupt Link message, which is common during system operation."
721,446,kernel: Free pages: <*>kB (<*>kB HighMem),kernel: Free pages: kB (kB HighMem),kernel freeing pages,kernel,SYSTEM MODULE,pages,OBJECT,free,none,,kernel,SYSTEM MODULE,Kernel,Free,588,True,"The log message contains a crond command with unusual characters and redirection symbols, indicating a potentially abnormal execution process."
722,37,kernel: hub <*>-<*>:<*>.<*>: <*> <*> <*>,kernel: hub -:.:   ,kernel hub process,kernel,SYSTEM MODULE,hub,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,Register_security,208,True,"The log message indicates that the remote host disconnected due to authentication being cancelled by the user, which is not a normal execution process."
723,163,kernel: ib<*>: InfiniHost<*> port <*>,kernel: ib: InfiniHost port ,kernel InfiniHost port,kernel,SYSTEM MODULE,InfiniHost port,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,Register,210,True,"The log message indicates a warning about mounting an unchecked file system, which is not a normal execution process. Running e2fsck is recommended, suggesting potential issues with the file system."
724,262,kernel: ide-floppy driver <*>.<*>.newide,kernel: ide-floppy driver ..newide,kernel ide-floppy driver newide,kernel,SYSTEM MODULE,ide-floppy driver,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,Register,211,True,"The log message indicates that the authentication process was cancelled by the user, which is not a normal behavior."
725,258,kernel: ide: Assuming <*>MHz system bus speed for PIO modes; override with idebus=xx,kernel: ide: Assuming MHz system bus speed for PIO modes; override with idebus=xx,kernel assuming system bus speed,kernel,SYSTEM MODULE,ide,OBJECT,assuming,none,,kernel,SYSTEM MODULE,Kernel,Assuming,212,True,"The log message indicates that the remote host disconnected due to no further authentication methods available, which is abnormal behavior."
726,210,kernel: per-CPU timeslice cutoff: <*>.<*> usecs.,kernel: per-CPU timeslice cutoff: . usecs.,kernel per-CPU timeslice cutoff,kernel,SYSTEM MODULE,none,none,none,cutoff,,kernel,SYSTEM MODULE,Kernel,none,225,False,"The log message indicates a standard setup process for becoming a Tbird SQE/Build-Test node, which is a normal execution process."
727,76,kernel: ip_tables: (C) <*>-<*> Netfilter core team,kernel: ip_tables: (C) - Netfilter core team,kernel ip_tables Netfilter team,kernel,SYSTEM MODULE,iptables,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,none,213,True,"The log message indicates that the execution process failed due to insufficient disk space, which is an abnormal condition."
728,449,kernel: Active:<*> inactive:<*> dirty:<*> writeback:<*> unstable:<*> free:<*> slab:<*> mapped:<*> pagetables:<*>,kernel: Active: inactive: dirty: writeback: unstable: free: slab: mapped: pagetables:,Kernel status,kernel,SYSTEM MODULE,none,none,none,active inactive dirty writeback unstable free slab mapped pagetables,,kernel,SYSTEM MODULE,Kernel,none,587,False,"The log message indicates a process exiting, which is a common occurrence in normal execution processes."
729,261,kernel: checking TSC synchronization across <*> CPUs: passed.,kernel: checking TSC synchronization across  CPUs: passed.,kernel checking TSC synchronization CPUs passed,kernel,SYSTEM MODULE,CPUs,OBJECT,checking,passed,,kernel,SYSTEM MODULE,Kernel,Checking,195,True,"The log message indicates that there are no more authentication methods available, which could be a sign of abnormal behavior in the execution process."
730,329,kernel: megaraid cmm: #<*># (Release Date: Mon Mar <*> <*>:<*>:<*> EST <*>),kernel: megaraid cmm: ## (Release Date: Mon Mar  :: EST ),kernel megaraid cmm release date,kernel,SYSTEM MODULE,megaraid cmm,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,none,219,False,"This log message indicates the attachment of a SCSI disk, which is a normal execution process."
731,110,kernel: md: <*> <*> <*>,kernel: md:   ,kernel md process,kernel,SYSTEM MODULE,md,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,Register_security,216,True,"The log message indicates that the execution process was aborted, which is not a normal behavior."
732,268,kernel: mice: PS/<*> mouse device common for all mice,kernel: mice: PS/ mouse device common for all mice,kernel common mouse device,kernel,SYSTEM MODULE,mouse,OBJECT,common,none,,kernel,SYSTEM MODULE,Kernel,Register,223,False,"This log message indicates a normal ACPI power button press event, which is a common and expected process."
733,188,kernel: md: autorun ...,kernel: md: autorun ...,kernel autorun md,kernel,SYSTEM MODULE,md,OBJECT,autorun,none,,kernel,SYSTEM MODULE,Kernel,Autorun,217,False,"The log message is a standard message indicating the scanning of a scsi channel for non-raid devices, which is a normal execution process."
734,333,kernel: megaraid: <*> <*> <*> <*>,kernel: megaraid:    ,kernel megaraid,kernel,SYSTEM MODULE,megaraid,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,Probing,221,False,"The log message indicates the loading of a SCSI driver, which is a normal process during system startup."
735,277,"kernel: md: md driver <*>.<*>.<*> MAX_MD_DEVS=<*>, MD_SB_DISKS=<*>","kernel: md: md driver .. MAX_MD_DEVS=, MD_SB_DISKS=",kernel md driver configuration,kernel,SYSTEM MODULE,md driver,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,none,218,False,"This log message indicates the initialization of the SCSI subsystem, which is a normal part of the execution process."
736,926,kernel: audit(<*>.<*>:<*>): avc: denied { <*> avc: denied { getattr } for pid=<*> comm=ntpd path=/dev/null dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file,kernel: audit(.:): avc: denied {  avc: denied { getattr } for pid= comm=ntpd path=/dev/null dev=ram ino= scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file,Kernel denied access to /dev/null,kernel,SYSTEM MODULE,/dev/null,OBJECT,none,denied,,kernel,SYSTEM MODULE,Kernel,none,584,False,The log message does not indicate any abnormalities in the execution process.
737,73,"kernel: <*> <*>:<*>:<*>d.<*>: irq <*>, <*> <*> <*>","kernel:  ::d.: irq ,   ",kernel handling irq,kernel,SYSTEM MODULE,irq,OBJECT,none,none,,kernel,SYSTEM MODULE,Kernel,none,205,True,DNS lookup failed
738,763,Freeing unused kernel memory: <*>k freed,Freeing unused kernel memory: k freed,Freeing kernel memory,kernel memory,OBJECT,none,none,freeing,unused,,kernel memory,OBJECT,KernelMemory,Error,387,False,"The log message indicates the version of the network driver, which is a normal execution process."
739,777,Loading keyring,Loading keyring,Loading keyring,none,none,keyring,OBJECT,loading,none,,keyring,OBJECT,Keyring,Loading,401,False,"The log message indicates the installation of knfsd, which is a normal execution process."
740,895,killall:,killall:,killall process,killall,SYSTEM MODULE,none,none,terminate,none,,killall,SYSTEM MODULE,Killall,Terminate,297,False,The log message does not indicate any abnormalities in the execution process.
741,903,killall: [,killall: [,killall,killall,SYSTEM MODULE,none,none,none,none,,killall,SYSTEM MODULE,Killall,Rollback,300,True,"The log message indicates a failure in asking for cache data, which is not a normal execution process."
742,906,killall: Shutting down GANGLIA gmetad:,killall: Shutting down GANGLIA gmetad:,Shutting down GANGLIA gmetad,killall,SYSTEM MODULE,GANGLIA gmetad,OBJECT,Shutting down,none,,killall,SYSTEM MODULE,Killall,ShuttingDown,298,False,This log message does not indicate any abnormalities in the execution process.
743,627,kjournald starting. Commit interval <*> seconds,kjournald starting. Commit interval  seconds,kjournald starting,kjournald,SYSTEM MODULE,none,none,starting,none,,kjournald,SYSTEM MODULE,Kjournald,Starting,458,False,The log message does not indicate any abnormalities in the execution process.
744,75,kernel: kjournald starting. Commit interval <*> seconds,kernel: kjournald starting. Commit interval  seconds,kjournald starting,kjournald,SYSTEM MODULE,none,none,starting,none,,kjournald,SYSTEM MODULE,Kjournald,Error,214,True,"The log message contains device-mapper error codes and initialization information, indicating a potential issue with device mapping during the execution process."
745,740,Installing knfsd (copyright (C) <*> #<*>#@monad.swb.de).,Installing knfsd (copyright (C)  ##@monad.swb.de).,Installing knfsd,none,none,knfsd,OBJECT,installing,none,,knfsd,OBJECT,Knfsd,Installing,394,True,"The log message indicates a failure in the kernel, which is not a normal execution process."
746,716,<*> [INFO]: accepted new conn to listening fd <*>(new fd=<*>), [INFO]: accepted new conn to listening fd (new fd=),accepted new conn to listening fd,none,none,listening fd,OBJECT,accepting,none,,listening fd,OBJECT,ListeningFd,Monitoring,1085,True,"The log message indicates that no floppy controllers were found, which could be abnormal depending on the system's configuration."
747,649,kernel: fs_client_writepage: llapi_io_sync failed (<*> (fs client: Interrupted system call)); data #<*># be dropped,kernel: fs_client_writepage: llapi_io_sync failed ( (fs client: Interrupted system call)); data ## be dropped,fs_client_writepage failed llapi_io_sync,fsclientwritepage,SYSTEM MODULE,llapiiosync,OBJECT,failed,interrupted system call,,llapiiosync,OBJECT,Llapiiosync,Failed,1150,True,"The log message indicates that the random number generator was not detected, which is abnormal behavior for the execution process."
748,536,kernel: fs_client_writepage: llapi_io_sync failed (<*> (SM: unspecified internal error)); data #<*># be dropped,kernel: fs_client_writepage: llapi_io_sync failed ( (SM: unspecified internal error)); data ## be dropped,fs_client_writepage failed llapi_io_sync,fsclientwritepage,SYSTEM MODULE,llapiiosync,OBJECT,failed,unspecified internal error,,llapiiosync,OBJECT,Llapiiosync,Failed,1117,True,"The log message indicates inserting a floppy driver, which is an outdated technology and not commonly used in modern systems. This could indicate an abnormal execution process."
749,590,nfslock: lockd -KILL succeeded,nfslock: lockd -KILL succeeded,nfslock killing lockd succeeded,nfslock,SYSTEM MODULE,lockd,OBJECT,succeeded,none,,lockd,OBJECT,Lockd,Novalue,294,True,"The log message contains unusual characters and formatting, which is not typical for a normal execution process."
750,170,"kernel: klogd <*>.<*>.<*>, log source = /proc/kmsg started.","kernel: klogd .., log source = /proc/kmsg started.",klogd started log source,klogd,SYSTEM MODULE,log source,OBJECT,started,none,,log source,OBJECT,LogSource,Started,215,False,"The log message seems to be related to firmware and BIOS version information, which is a normal execution process."
751,458,logger: ensuring time is synced,logger: ensuring time is synced,logger ensuring time synced,logger,SYSTEM MODULE,time,OBJECT,ensuring,synced,,logger,SYSTEM MODULE,Logger,Ensuring,935,False,The input log message is a standard copyright notice and does not indicate any abnormal execution process.
752,461,logger: Install: Removing tftpboot installation link from <*>,logger: Install: Removing tftpboot installation link from ,Removing tftpboot installation link,logger,SYSTEM MODULE,tftpboot,OBJECT,removing,none,,logger,SYSTEM MODULE,Logger,Removing,311,True,The log message indicates a probe for a new device which could potentially be an abnormal execution process
753,479,logger: Kickstart: convert to static ip on boot,logger: Kickstart: convert to static ip on boot,logger converting Kickstart to static IP on boot,logger,SYSTEM MODULE,Kickstart,OBJECT,convert to static ip on boot,none,,logger,SYSTEM MODULE,Logger,ConvertToStaticIpOnBoot,943,False,This log message indicates a normal process of scanning scsi channel for logical drives.
754,366,logger: Kickstart/Yast Install: Finished installation on localhost.localdomain,logger: Kickstart/Yast Install: Finished installation on localhost.localdomain,Installation finished on localhost.localdomain,logger,SYSTEM MODULE,Kickstart/Yast Install,OBJECT,installation,finished,,logger,SYSTEM MODULE,Logger,Releasing,67,False,The log message seems to be describing a RAID configuration which is a normal execution process for a RAID controller.
755,314,logger: Kickstart Install: <*> <*> <*> <*> <*> <*>,logger: Kickstart Install:      ,logger Kickstart Install,logger,SYSTEM MODULE,Kickstart Install,OBJECT,none,none,,logger,SYSTEM MODULE,Logger,none,10,False,The log message does not indicate any abnormalities in the execution process.
756,304,logger: Kickstart Install: <*> <*>,logger: Kickstart Install:  ,logger Kickstart Install,logger,SYSTEM MODULE,Kickstart Install,OBJECT,none,none,,logger,SYSTEM MODULE,Logger,none,309,True,"The log message indicates that a user with an unknown identity attempted to check pass, which could be a security concern or an abnormal behavior."
757,302,logger: Kickstart: <*> <*>,logger: Kickstart:  ,logger Kickstart,logger,SYSTEM MODULE,Kickstart,OBJECT,none,none,,logger,SYSTEM MODULE,Logger,none,11,False,"The log message is a standard SCSI device detection message, indicating a normal execution process."
758,369,logger: setup NTP client,logger: setup NTP client,logger setting up NTP client,logger,SYSTEM MODULE,NTP client,OBJECT,setup,none,,logger,SYSTEM MODULE,Logger,Registered,55,True,"The log message indicates that there is no space left on the device, which is an abnormal condition for a normal execution process."
759,962,logger: installing panasas drivers,logger: installing panasas drivers,Installing panasas drivers,logger,SYSTEM MODULE,panasas drivers,OBJECT,installing,none,,logger,SYSTEM MODULE,Logger,Monitoring,314,False,"The log message indicates that SELinux is disabled at runtime, which is a common configuration and not indicative of an abnormal execution process."
760,303,logger: Kickstart: <*> <*> <*>,logger: Kickstart:   ,logger Kickstart,logger,SYSTEM MODULE,Kickstart,OBJECT,none,none,,logger,SYSTEM MODULE,Logger,none,307,False,The log message does not indicate any abnormality in the execution process.
761,367,logger: Install: apply updates,logger: Install: apply updates,logger applying updates,logger,SYSTEM MODULE,updates,OBJECT,apply,none,,logger,SYSTEM MODULE,Logger,Apply,306,True,The log message contains abnormal characters such as <*> which indicate a potential issue with the execution process.
762,161,logger: Kickstart: setup <*> <*> <*> <*> <*>,logger: Kickstart: setup     ,logger setup Kickstart,logger,SYSTEM MODULE,Kickstart,OBJECT,setup,none,,logger,SYSTEM MODULE,Logger,Setup,13,False,"This log message indicates freeing unused kernel memory, which is a normal execution process."
763,365,logger: Kickstart Install: TBIRD Dell FIRMWARE Update Module,logger: Kickstart Install: TBIRD Dell FIRMWARE Update Module,logger kicking TBIRD Dell FIRMWARE Update Module,logger,SYSTEM MODULE,TBIRD Dell FIRMWARE Update Module,OBJECT,none,none,,logger,SYSTEM MODULE,Logger,none,66,False,"The log message indicates a routine action of unexporting filesystems, which is a normal process."
764,131,logger: Kickstart Install: <*> <*> <*>,logger: Kickstart Install:   ,logger Kickstart Install,logger,SYSTEM MODULE,Kickstart Install,OBJECT,none,none,,logger,SYSTEM MODULE,Logger,none,17,True,"The log message indicates that the last server has exited, which could indicate an abnormal termination of the execution process."
765,104,logger: Kickstart Install: <*> <*> <*> <*>,logger: Kickstart Install:    ,logger Kickstart Install,logger,SYSTEM MODULE,Kickstart Install,OBJECT,none,none,,logger,SYSTEM MODULE,Logger,Handleeqeibevents,12,False,"The log message does not indicate any abnormal execution process, it is a standard message related to system bus speed for PIO modes."
766,469,logrotate: ALERT exited abnormally with [<*>],logrotate: ALERT exited abnormally with [],logrotate exited abnormally,logrotate,SYSTEM MODULE,none,none,exited,abnormally,,logrotate,SYSTEM MODULE,Logrotate,Exited,603,False,The log message does not indicate any abnormalities in the execution process.
767,476,lvm.static:,lvm.static:,lvm.static process,lvm.static,SYSTEM MODULE,none,none,none,none,,lvm.static,SYSTEM MODULE,Lvm.static,Register_security,902,False,The log message does not indicate any abnormalities in the execution process.
768,7,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/ib/ts_api_ng/mad/obj_host_amd<*>_custom<*>_rhel<*>/ts_ib_mad/mad_filter.c:<*>]mad_process failed (<*>) for InfiniHost<*> port <*> QPN <*> (class <*>, aid <*>)","kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-..-/ib/ts_api_ng/mad/obj_host_amd_custom_rhel/ts_ib_mad/mad_filter.c:]mad_process failed () for InfiniHost port  QPN  (class , aid )",ib_mad_dispatch failed mad_process,ibmaddispatch,SYSTEM MODULE,madprocess,OBJECT,failed,none,,madprocess,OBJECT,Madprocess,Failed,725,False,"The log message indicates the initialization of a RAMDISK driver, which is a normal execution process."
769,1063,postfix/postfix-script: fatal: the Postfix mail system is <*> running,postfix/postfix-script: fatal: the Postfix mail system is  running,Postfix mail system running,Postfix,SYSTEM MODULE,mail system,OBJECT,running,fatal,,mail system,OBJECT,MailSystem,Running,800,False,The log message indicates a normal execution process related to a Real Time Clock Driver version.
770,683,md: ... autorun DONE.,md: ... autorun DONE.,md autorun DONE,md,SYSTEM MODULE,autorun,OBJECT,DONE,none,,md,SYSTEM MODULE,Md,Done,459,False,The log message does not indicate any abnormal execution process.
771,686,md: Autodetecting RAID arrays.,md: Autodetecting RAID arrays.,md Autodetecting RAID arrays,md,SYSTEM MODULE,RAID arrays,OBJECT,Autodetecting,none,,md,SYSTEM MODULE,Md,Autodetecting,460,False,"This log message indicates the use of software bounce buffering for IO, which is a normal process in PCI-DMA operations."
772,684,md: autorun ...,md: autorun ...,md autorun process,md,SYSTEM MODULE,autorun,OBJECT,none,none,,md,SYSTEM MODULE,Md,none,461,True,The log message contains unusual characters and does not seem to follow a typical execution process pattern.
773,768,"md: md driver <*>.<*>.<*> MAX_MD_DEVS=<*>, MD_SB_DISKS=<*>","md: md driver .. MAX_MD_DEVS=, MD_SB_DISKS=",md driver configuration,md driver,SYSTEM MODULE,none,none,configuration,none,,md driver,SYSTEM MODULE,MdDriver,Configuration,462,False,The log message does not indicate any abnormal execution process.
774,1166,FAT: invalid media value (<*>),FAT: invalid media value (),FAT invalid media value,FAT,SYSTEM MODULE,media value,OBJECT,invalid,none,,media value,OBJECT,MediaValue,Invalid,947,False,"The log message appears to be related to routing cache hash table initialization, which is a normal execution process."
775,921,kernel: megaraid: aborting-<*> cmd=<*>a <c=<*> t=<*> l=<*>>,kernel: megaraid: aborting- cmd=a <c= t= l=>,megaraid aborting,megaraid,SYSTEM MODULE,none,none,aborting,none,,megaraid,SYSTEM MODULE,Megaraid,Aborting,1037,False,"The log message indicates the initialization of an IPsec netlink socket, which is a normal execution process."
776,947,kernel: megaraid: <*> outstanding commands. Max wait <*> sec,kernel: megaraid:  outstanding commands. Max wait  sec,megaraid outstanding commands,megaraid,SYSTEM MODULE,outstanding commands,OBJECT,none,none,,megaraid,SYSTEM MODULE,Megaraid,none,1036,False,The log message indicates a common and expected process of loading a keyring.
777,750,megaraid: #<*># (Release Date: <*> <*> <*> <*>:<*>:<*> <*> <*>),megaraid: ## (Release Date:    ::  ),megaraid release date,megaraid,SYSTEM MODULE,none,none,none,release,,megaraid,SYSTEM MODULE,Megaraid,none,463,False,The log message does not indicate any abnormal execution process.
778,751,megaraid: fw version:[<*>A] bios version:[H<*>],megaraid: fw version:[A] bios version:[H],megaraid fw and bios versions,megaraid,SYSTEM MODULE,none,none,none,none,,megaraid,SYSTEM MODULE,Megaraid,none,464,False,The log message does not indicate any abnormalities in the execution process.
779,859,kernel: megaraid: resetting the host...,kernel: megaraid: resetting the host...,megaraid resetting host,megaraid,SYSTEM MODULE,host,OBJECT,resetting,none,,megaraid,SYSTEM MODULE,Megaraid,Resetting,835,False,"The log message is related to initializing a netlink socket, which is a common and expected process."
780,336,kernel: megaraid: probe new device <*>:<*>:<*>:<*>: bus <*>:slot <*>:func <*>,kernel: megaraid: probe new device :::: bus :slot :func ,megaraid probing new device,megaraid,SYSTEM MODULE,new device,OBJECT,probing,none,,megaraid,SYSTEM MODULE,Megaraid,Probing,222,False,Log message indicates an initialization process which is a normal execution step.
